ID;Hora de inicio;Hora de finalización;Correo electrónico;Nombre;"Seleccione el Comité de Bienestar al cual pertenece (si no lo conoce, por favor consulte con el encargado de bienestar de su unidad):
";Componente / Jefatura:;Componente / Jefatura:2;Componente / Jefatura:3;Componente / Jefatura:4;Componente / Jefatura:5;Componente / Jefatura:6;Componente / Jefatura:7;Componente / Jefatura:8;Componente / Jefatura:9;Componente / Jefatura:10;Componente / Jefatura:11;Componente / Jefatura:12;Componente / Jefatura:13;Componente / Jefatura:14;Componente / Jefatura:15;Componente / Jefatura:16;Seleccione la categoría a la cual pertenece:;Seleccione la categoría a la cual pertenece:2;Grado:;Grado:2;Tiempo en la institución:;Estado civil:;"¿CONOCE EL PROGRAMA DE INCENTIVOS?
Enfocado en reconocer el compromiso y desempeño del personal en el logro de resultados. Ejemplo de actividades relacionadas con el programa: Medallas, condecorac...";Dentro del Programa de Incentivos ¿La entrega de incentivos o reconocimientos que ha recibido usted está acorde a su nivel de compromiso y las labores que desempeña?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).;Dentro del Programa de Incentivos ¿Ha evidenciado o ha sido participe de la entrega de incentivos o reconocimientos por la labor y compromiso a otros tripulantes de la institución?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).2;"¿CONOCE EL PROGRAMA DE RECREACIÓN Y CULTURA?
Orientado a propender por el aprovechamiento del tiempo libre mediante el desarrollo de actividades recreativas y culturales. Ejemplo de actividades re...";¿Valora usted como positivas las actividades del programa de recreación y cultura que se hacen en su unidad?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).3;¿Los tripulantes de su unidad valoran como positivas las actividades del programa de recreación y cultura que se hacen?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).4;"¿CONOCE EL PROGRAMA DE DEPORTES Y CULTURA FÍSICA?
Encaminado a estimular el espíritu deportivo y la práctica de actividades que fortalezcan la cultura física y promuevan hábitos de vida saludable....";¿Las actividades del programa de deporte y cultura física que implementan en su unidad incentivan a la práctica de disciplinas deportivas y a mantener la cultura del entrenamiento físico?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).5;"¿CONOCE EL PROGRAMA DE SERVICIOS EDUCATIVOS (COLEGIOS NAVALES)?
Encaminado a prestar el servicio educativo a los hijos de los tripulantes de la institución a través de los Colegios Navales.";¿Está conforme con el servicio educativo ofrecido por los Colegios Navales? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).6;"¿CONOCE EL PROGRAMA DE ORIENTACIÓN SOCIOFAMILIAR?
  Direccionamiento de estrategias y recursos institucionales para la realización de talleres de proyecto de vida, prevención de violencias, crisis...";¿Los servicios del programa de orientación y/o educación sociofamiliar ofrecidos por las Oficinas de Atención a la Familia son satisfactorios? (Si no es o no ha sido usuario por favor seleccione l...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).7;"¿CONOCE EL PROGRAMA DE SERVICIOS FUNERARIOS?
Facilitar la coordinación de los servicios funerarios y de inhumación del personal en servicio activo, de la reserva y pensionados de la Armada Naciona...";¿El acompañamiento y orientación por parte de la Armada Nacional para la gestión de los servicios funerarios son oportunos? (Si no es o no ha sido usuario por favor seleccione la respuesta de acue...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).8;"¿CONOCE EL PROGRAMA DE VIVIENDAS Y ALOJAMIENTOS MILITARES?
Elevar la calidad de vida de los tripulantes en servicio activo de la Armada Nacional y su familia, mediante la asignación de alojamiento...";¿Está conforme con el servicio de viviendas y alojamientos militares para los tripulantes y sus familias? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).9;"¿CONOCE EL PROGRAMA DE PREPARACIÓN PARA EL RETIRO?
  “Héroes vuelven a casa” (IMP) y Seminario fortalecimiento familiar (OF y S/O), busca facilitar la adaptación del personal militar de la Armada ...";¿El Programa de desvinculación asistida y preparación para el retiro facilita la adaptación del funcionario al nuevo entorno social, familiar y laboral? (Si no es o no ha sido usuario por favor se...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).10;¿Se ha enterado oportunamente de la realización de las actividades de bienestar programadas por su unidad?;¿En el desarrollo de las actividades de bienestar se evidencia el compromiso del personal encargado en su unidad?;¿Se le brinda el tiempo y las facilidades para asistir a las actividades de bienestar en su unidad?;Seleccione ¿Cuál de los siguientes motivos le ha dificultado recibir o participar de los beneficios o actividades de bienestar? ;Le solicitamos nos brinde sugerencias o aportes que nos sirvan para mejorar las actividades enmarcadas dentro de los programas de bienestar en su unidad.
23409;9/09/2024 11:36;9/09/2024 11:43;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;6 a 10 años;Casado (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Necesidades operacionales o actos del servicio;
23410;9/09/2024 11:39;9/09/2024 11:44;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Civil ARC;;;6 a 10 años;Casado (a);SI;5;;5;;SI;5;;4;;SI;4;;SI;5;;SI;5;;SI;5;;SI;5;;NO;4;;4;4;5;No he tenido dificultades;
23411;9/09/2024 11:37;9/09/2024 11:47;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;0 a 5 años;Casado (a);SI;2;Comandante no postula;2;En la unidad no se divulga;SI;5;La banda de músicos siempre a encuentra en eventos relacionados con la institución o en su defecto en servicios de guardia.  ;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;2;Necesidades operacionales o actos del servicio;
23412;9/09/2024 11:41;9/09/2024 11:47;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Civil ARC;;;16 a 20 años;Casado (a);SI;4;;4;;SI;3;Se cruza con jornada académica. ;4;;NO;3;Se cruza con jornada académica ;NO;3;Barranquilla cerraron ;NO;3; No los conoce;NO;3; Desinformación;NO;3;Desconocimiento ;NO;3;Desconocimiento ;3;3;3;Desconocimiento de la realización de las actividades;Divulgación de actividades de bienestar al correo. 
23413;9/09/2024 11:39;9/09/2024 11:48;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Civil ARC;;;16 a 20 años;Casado (a);SI;3;1;3;Los encargados no postulan;SI;4;;4;;SI;4;;NO;3;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
23414;9/09/2024 11:39;9/09/2024 11:49;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Casado (a);SI;4;;4;;SI;4;;5;;SI;4;;SI;4;;SI;4;;SI;5;;SI;4;;SI;5;;5;4;4;No he tenido dificultades;Capacitaciones 
23415;9/09/2024 11:45;9/09/2024 11:49;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);SI;4;;4;;SI;4;;4;;SI;4;;NO;3;Calidad de docentes  ;SI;4;;SI;5;;SI;5;;SI;4;;3;5;3;Necesidades operacionales o actos del servicio;Enviar con una Semana de anticipación para mejorar la participación y planeación en las Dependencia 
23416;9/09/2024 11:38;9/09/2024 11:49;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Civil ARC;;;0 a 5 años;Casado (a);SI;5;Poco tiempo en la institución;5;Los encargados no postulan;SI;5; Me encuentro en el desarrollo operaciones;5;No asisten por exceso de carga laboral;SI;5;No se divulgan;SI;5; Planta física;SI;5;;SI;5;;SI;5;Poca disponibilidad  ;NO;5; Poca variedad cursos;5;5;5;No he tenido dificultades;
23417;9/09/2024 11:46;9/09/2024 11:50;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Casado (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Exceso de carga laboral ;Fortalecer Entorno familiar
23418;9/09/2024 11:44;9/09/2024 11:52;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;11 a 15 años;Casado (a);SI;4;Hay mejores ;4;Hay mejores ;SI;4;Hay mejores ;4;Hay mejores ;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
23419;9/09/2024 11:46;9/09/2024 11:52;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Civil ARC;;;0 a 5 años;Casado (a);NO;1;Mal desempeño;1;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;NO;1;La unidad  no las  realiza  ;NO;1;Calidad de docentes  ;NO;1; No los conoce;SI;4;;NO;1;;NO;4;;2;1;3;Exceso de carga laboral ;
23420;9/09/2024 11:47;9/09/2024 11:52;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Civil ARC;;;0 a 5 años;Soltero (a);SI;4;;5;;SI;5;;4;;SI;5;;SI;4;;SI;5;;SI;5;;SI;5;;SI;4;;4;4;5;No he tenido dificultades;
23421;9/09/2024 11:50;9/09/2024 11:53;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
23422;9/09/2024 11:49;9/09/2024 11:53;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;11 a 15 años;Casado (a);NO;1;Comandante no postula;1;Los encargados no postulan;NO;1;La unidad  no las  realiza  ;1;No asisten por exceso de carga laboral;NO;1;No se divulgan;SI;1;Calidad académica;NO;1;No cumple expectativas  ;SI;4;;SI;5;;NO;1;No cumple expectativas;1;1;1;Exceso de carga laboral ;
23423;9/09/2024 11:36;9/09/2024 11:53;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;0 a 5 años;Casado (a);SI;3;Poco tiempo en la institución;4;;SI;4;;4;;NO;3;Falta orientación por horas acuerdo temperatura ambiente  que no exagere los 39 grados ;NO;3;Por lo que se ve el exceso de cobro en matrícula ;NO;3; No los conoce;NO;3; Desinformación;SI;4;Poca disponibilidad  ;SI;3;Por no ajustar fecha acuerdo a las solicitudes de los tripulantes ;4;3;3;Se dio prioridad a otros grados o categorías;
23424;9/09/2024 11:50;9/09/2024 11:54;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Separado / Divorciado (a);SI;4;;4;;SI;4;;5;;SI;4;;SI;5;;SI;4;;SI;5;;SI;5;;SI;4;;4;4;5;Responsabilidades personales o familiares;
23425;9/09/2024 11:43;9/09/2024 11:54;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;0 a 5 años;Casado (a);NO;1;Comandante no postula;2;En la unidad no se divulga;NO;3;No asisto por exceso de carga laboral;3;No asisten por exceso de carga laboral;NO;3;No se divulgan;NO;3;Calidad académica;NO;3; No los conoce;NO;3; Desinformación;SI;3;Poca disponibilidad  ;NO;2;Proceso muy corto  ;2;2;2;Exceso de carga laboral ;Ninguna 
23426;9/09/2024 11:52;9/09/2024 11:55;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);SI;4;;5;;SI;5;;4;;SI;4;;SI;3;Calidad de docentes  ;SI;4;;SI;4;;SI;3;Mala infraestructura;SI;4;;4;4;4;Ninguno;Ninguna
23427;9/09/2024 11:50;9/09/2024 11:56;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);NO;2;Comandante no postula;3;En la unidad no se divulga;NO;3;Poco se hacen;3; Poco presupuesto en la unidad para estas actividades;SI;3;Aveces son poco de participación ;NO;3;Calidad de docentes  ;NO;3; No los conoce;SI;4;;SI;3;No hacen visitas de verificación ni de arreglo;SI;3;No cumple expectativas;2;2;4;No he tenido dificultades;Incentivar la personal, sin tener que generarle costos, se trata de bienestar, no de malestar
23428;9/09/2024 11:50;9/09/2024 11:56;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Oficial;;;11 a 15 años;Soltero (a);SI;1;Comandante no postula;3;En la unidad no se divulga;SI;4;;4;;SI;4;;NO;3;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Exceso de carga laboral ;Las actividades de bienestar deberían ser más frecuentes.
23429;9/09/2024 11:47;9/09/2024 11:56;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Infante de Marina Profesional;;;0 a 5 años;Casado (a);NO;1;Comandante no postula;1;En la unidad no se divulga;SI;5;;1;No asisten por exceso de carga laboral;NO;1;No se divulgan;NO;1;;NO;1;No cumple expectativas  ;NO;1; Desinformación;NO;1;Mala infraestructura;NO;1;No cumple expectativas;4;4;1;Exceso de carga laboral ;El personal de casa huésped no tiene el tiempo necesario para asistir a dichos eventos ya que estamos chino con la guardia 
23430;9/09/2024 11:50;9/09/2024 11:57;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;11 a 15 años;Casado (a);SI;2;Comandante no postula;4;;SI;3;No asisto por exceso de carga laboral;4;;SI;4;;NO;1;En mi guarnición no hay colegios navales;SI;4;;SI;4;;SI;3;Mala infraestructura;SI;3;;5;4;2;Exceso de carga laboral ;
23431;9/09/2024 11:53;9/09/2024 11:57;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;0 a 5 años;Soltero (a);NO;3;Comandante no postula;3;Los encargados no postulan;NO;3;No asisto por exceso de carga laboral;4;;NO;4;;NO;1;No tengo hijos ;NO;1; No los conoce;NO;1;Mala atención;NO;4;;NO;1;No conozco ;3;1;1;Exceso de carga laboral ;
23432;9/09/2024 11:55;9/09/2024 11:58;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;Todo está excelente. 
23433;9/09/2024 11:56;9/09/2024 11:58;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Unión libre;SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;Excelente todo 
23434;9/09/2024 11:12;9/09/2024 11:59;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Civil ARC;;;11 a 15 años;Casado (a);SI;5;;5;;SI;3;Falta que halla más inversiones en las actividades ;3; Poco presupuesto en la unidad para estas actividades;SI;2;Últimamente el personal civil no es tenido en cuenta para estas actividades ;NO;2;No he sido usuario ;SI;3;No cumple expectativas  ;SI;4;;SI;3;Poca disponibilidad  ;NO;4;;5;4;5;No he tenido dificultades;Más inversiones 
23435;9/09/2024 11:53;9/09/2024 11:59;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;6 a 10 años;Unión libre;SI;4;Poco tiempo en la institución;4;En la unidad no se divulga;NO;4;No asisto por exceso de carga laboral;4;No asisten por exceso de carga laboral;NO;4;No se divulgan;NO;4;Calidad académica;NO;4;Mala atención;NO;4; Desinformación;NO;4; Costos;NO;4; Poca variedad cursos;4;4;4;No he tenido dificultades;
23436;9/09/2024 11:54;9/09/2024 12:00;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Soltero (a);NO;3;Comandante no postula;4;Na;SI;4;No son muy buenas ;3;No asisten por exceso de carga laboral;SI;3;La unidad  no las  realiza  ;SI;4;Na;SI;4;Na;SI;4;Na;SI;3;Mala infraestructura;NO;1;Na;4;4;4;No he tenido dificultades;NSNR
23437;9/09/2024 11:59;9/09/2024 12:01;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;11 a 15 años;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;Necesidades operacionales o actos del servicio;Ninguna 
23438;9/09/2024 11:53;9/09/2024 12:02;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;6 a 10 años;Soltero (a);SI;1;Comandante no postula;4;;SI;2;Hacen dos en el año y las otras toca pagar algo ;2; Poco presupuesto en la unidad para estas actividades;SI;2;La unidad  no las  realiza  ;SI;4;Calidad académica;SI;3; No los conoce;SI;4;;SI;4;;SI;4;;2;2;1;Exceso de carga laboral ;Que el personal de ocomes y emisoras  participe por qué siempre están cubriendo y nunca disfrutan nada 
23439;9/09/2024 12:00;9/09/2024 12:02;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);SI;5;;5;;SI;5;;5;No asisten por exceso de carga laboral;SI;5;;SI;5;Calidad de docentes  ;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
23440;9/09/2024 11:53;9/09/2024 12:04;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;6 a 10 años;Casado (a);NO;1;Comandante no postula;1;En la unidad no se divulga;SI;3;;4;;SI;4;;NO;4;;SI;4;;SI;4;;SI;4;;NO;4;;3;3;4;Responsabilidades personales o familiares;
23441;9/09/2024 12:00;9/09/2024 12:04;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Casado (a);SI;4;;4;;NO;4;;5;;SI;5;;SI;4;;SI;5;;SI;4;;SI;5;;SI;4;;5;5;5;No he tenido dificultades;
23442;9/09/2024 11:46;9/09/2024 12:05;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Civil ARC;;;11 a 15 años;Casado (a);SI;5;;5;;SI;4;;4; Poco presupuesto en la unidad para estas actividades;SI;4;;SI;4;;SI;5;;SI;4;;SI;5;;SI;4;;4;4;5;No he tenido dificultades;
23443;9/09/2024 12:03;9/09/2024 12:05;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;11 a 15 años;Casado (a);NO;3;Comandante no postula;3;Los encargados no postulan;NO;3;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;NO;2;No se divulgan;NO;2;Calidad académica;NO;2; No los conoce;NO;3; Desinformación;NO;2;Poca disponibilidad  ;SI;4;Proceso muy corto  ;2;2;2;Exceso de carga laboral ;Ninguna
23444;9/09/2024 11:56;9/09/2024 12:06;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Viudo (a);SI;2;;3;En la unidad no se divulga;SI;4;;3;No asisten por exceso de carga laboral;SI;4;;NO;3; Planta física;SI;4;;SI;4;;NO;3;Mala infraestructura;NO;3;Proceso muy corto  ;4;4;4;No he tenido dificultades;Facilidad de compartir con sus familiares 
23445;9/09/2024 11:58;9/09/2024 12:06;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Casado (a);SI;5;No he contado con suerte ;5;Los encargados no postulan;SI;5;;5;;SI;5;;SI;2; Planta física;NO;3; No los conoce;NO;3; Desinformación;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
23446;9/09/2024 12:03;9/09/2024 12:06;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
23447;9/09/2024 11:57;9/09/2024 12:08;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;6 a 10 años;Unión libre;SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Exceso de carga laboral ;N-A
23448;9/09/2024 12:07;9/09/2024 12:09;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;Exceso de carga laboral ;Hacer más integraciones en zonas campestres 
23449;9/09/2024 12:02;9/09/2024 12:09;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;11 a 15 años;Soltero (a);SI;5;;2;Los encargados no postulan;SI;4;;4;;SI;3;Se realizan de vez en cuando ;SI;5;;NO;4;;NO;4;;SI;4;;NO;4;;4;4;4;Exceso de carga laboral ;
23450;9/09/2024 12:05;9/09/2024 12:10;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Unión libre;SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
23451;9/09/2024 12:03;9/09/2024 12:11;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Civil ARC;;;11 a 15 años;Casado (a);SI;4;;4;;SI;4;;4;;SI;4;;NO;3;;SI;4;;SI;4;;NO;3;;NO;3;;4;4;4;Responsabilidades personales o familiares;
23452;9/09/2024 11:57;9/09/2024 12:11;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Civil ARC;;;21 años o más;Unión libre;SI;5;Comandante no postula;1;Los encargados no postulan;SI;5;La unidad si la realiza;4; Poco presupuesto en la unidad para estas actividades;SI;5;;NO;4; Planta física;NO;5;No cumple expectativas  ;SI;5; Desinformación;NO;1;Poca disponibilidad  ;NO;5;Proceso muy corto  ;5;5;5;No he tenido dificultades;
23453;9/09/2024 12:04;9/09/2024 12:11;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;16 a 20 años;Soltero (a);SI;3;La tramitación no debería ser cuestión del comandante?;4;En la unidad no se divulga;SI;4;;4;No asisten por exceso de carga laboral;SI;4; No son apropiadas;SI;4; Planta física;SI;4;Mi;SI;4;Personal no idóneo  ;SI;4;Poca disponibilidad  ;SI;4;No cumple expectativas;4;4;4;Desconocimiento de la realización de las actividades;
23454;9/09/2024 12:07;9/09/2024 12:12;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;6 a 10 años;Casado (a);SI;5;Poco tiempo en la institución;5;No conozco del teme;SI;5;No conozco del teme ;5;No conozco del tema;SI;5;No conozco del tema ;SI;5;No conozco del tema;SI;5;No conozco del tema ;SI;5;No conozco del tema ;SI;5;No conozco del tema;SI;5;;5;5;5;Desconocimiento de la realización de las actividades;Hay buen bienestar 
23455;9/09/2024 12:08;9/09/2024 12:13;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;16 a 20 años;Casado (a);SI;3;;5;;SI;5;;5;;SI;5;;SI;3;Calidad académica;SI;5;;SI;5;;SI;5;;NO;1;;5;5;5;No he tenido dificultades;
23456;9/09/2024 12:05;9/09/2024 12:13;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;5;;SI;3;Por exceso carga laboral;3;No asisten por exceso de carga laboral;SI;4;;NO;2;;SI;5;;SI;4;;SI;4;;SI;4;;4;4;1;Exceso de carga laboral ;
23457;9/09/2024 12:08;9/09/2024 12:14;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);SI;1;No hay para todos los que se lo merecen;3;Falta de tiempo;SI;5;;4;;SI;4;;NO;3;No conozco el tema;SI;3;No cumple expectativas  ;SI;5;;SI;3;Mala infraestructura;SI;3; Poca variedad cursos;4;4;4;Exceso de carga laboral ;Más presupuesto para los programas 
23458;9/09/2024 11:50;9/09/2024 12:15;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;0 a 5 años;Casado (a);NO;3;Comandante no postula;2;Los comandantes no los entregan ;SI;3;No asisto por exceso de carga laboral;3;No asisten por exceso de carga laboral;SI;2;No se divulgan;NO;2; Planta física;NO;2; No los conoce;SI;2; Desinformación;SI;2;Mala infraestructura;NO;2;Proceso muy corto  ;3;3;3;Desinterés personal en participar;N/A
23459;9/09/2024 12:09;9/09/2024 12:16;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;3;Poca disponibilidad  ;SI;4;;5;4;4;No he tenido dificultades;
23460;9/09/2024 12:14;9/09/2024 12:19;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;11 a 15 años;Unión libre;SI;3;Comandante no postula;4;;NO;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;NO;4;;4;4;4;No he tenido dificultades;
23461;9/09/2024 12:17;9/09/2024 12:20;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Separado / Divorciado (a);NO;1;Comandante no postula;1;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;NO;1;La unidad  no las  realiza  ;NO;1;No lo uso;NO;1; No los conoce;SI;5;;NO;1;No tengo familia;NO;1;No cumple expectativas;1;1;1;Desinterés personal en participar;Jumm
23462;9/09/2024 12:14;9/09/2024 12:20;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;0 a 5 años;Casado (a);SI;2;Comandante no postula;3;Los encargados no postulan;SI;3;No asisto por exceso de carga laboral;2;La unidad  no las  realiza  ;SI;4;Está bien;NO;2;No tengo conocimiento ;SI;4; No los conoce;SI;3; Desinformación;SI;3;Poca disponibilidad  ;SI;3; Poca variedad cursos;3;2;2;No autorización del comandante;Que autoricen salidas de bienestar al personal, no todo puede ser trabajo trabajo y más trabajo hay que oxigenar a la gente 
23463;9/09/2024 12:14;9/09/2024 12:24;anonymous;;Comité N° 12. ENSUB;;;;;;;;;;;;ENSUB;;;;;;Suboficial;;;21 años o más;Separado / Divorciado (a);SI;3;Comandante no postula;3;Los encargados no postulan;NO;3;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;NO;3;La unidad  no las  realiza  ;NO;3;Calidad de docentes  ;NO;3;No cumple expectativas  ;SI;4; Desinformación;SI;1;Poca disponibilidad  ;SI;3; Poca variedad cursos;2;3;2;Exceso de carga laboral ;Toe completa de las unidades 
